text,tweet_num,o4mini_label,4o_mini_label,llama_label,qwen_4b_label,o4mini_label_short,4o_mini_label_short,llama_label_short,qwen_4b_label_short,label,o4mini_drug_labels,4o_mini_drug_labels,llama_drug_labels,qwen_4b_drug_labels,found_index_terms,DEA_found_index_terms,pubchem_found_index_terms,GPT_found_index_terms,redmed_found_index_terms
"any Philly weedheads doin' anything tomorrow like
Iunno
smoking cannabis",53839,True,True,True,True,T,T,T,T,T,['Marijuana'],['Marijuana'],['CBD'],['Marijuana'],[],[],[],[],[]
I have seen some great ones but when Buddy was jammin through the crowd. That's the seal dealer.🎶🎵🎶 By the way I am happy I was able to find that shirt. I knew I still had it. 😆😆,53905,False,False,False,True,F,F,T,T,T,,,['other'],['other'],[],[],[],[],[]
"And there it is. Yet another expert witness saying George Floyd did not die of drug overdose. Or heart.  

#DerekChauvinTrial #ChauvinTrial",54090,False,False,False,False,F,F,F,F,T,,,['other'],['other'],[],[],[],[],[]
"swear my back has been worn away to dust, ive had bare codeine and it still feels like its in absolute bits :(",54119,False,True,True,True,T,T,T,T,T,['Codeine'],"['other', 'Codeine']",['Codeine'],['Codeine'],"['phencyclidine', 'codeine']","['phencyclidine', 'codeine']","['phencyclidine', 'codeine']","['phencyclidine', 'codeine']",['codeine']
I'm on the codeine moving like a dead body #nofr,54181,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Na it's even between him and Provorov. Provorov is going to be a problem,54196,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
in a dream yea.. Thinkin bout codeine yea.. 😈,54215,True,True,True,True,T,T,T,T,F,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"Says it all with only 4 RT'S 

Shame for him and his family",54242,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
I have a cold. Does anyone have some codeine and sprite they could lend?,54297,True,True,False,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],"['methamphetamine', 'codeine']","['methamphetamine', 'codeine']",['codeine'],['codeine'],['codeine']
Someone might drive you up the wall today because you want clo... More for Taurus,54304,False,False,False,False,F,F,F,F,F,,,['other'],['other'],[],[],[],[],[]
"I remix that Sprite with 6 oz of codeine, they say I drink this shit like it give me protein 🎧",54384,True,True,True,True,T,T,T,T,F,['Codeine'],['Codeine'],"['other', 'Codeine']","['other', 'Codeine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"Baby I can't quit that lean, put a ring all-round codeine",54446,True,True,True,True,T,T,T,T,F,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
CODEINE CUPS PAINT A PICTURE SO VIVID 🍼💟👽 #BeamUp,54515,True,True,True,True,T,T,T,T,T,['Codeine'],"['other', 'Codeine']",['Codeine'],"['other', 'Codeine']","['methamphetamine', 'codeine']","['methamphetamine', 'codeine']",['codeine'],['codeine'],['codeine']
"Wiz Khalifa annoys the shit out of me with his ""no blunt"" policy but the bitch hops on the codeine train no problem.",54543,True,True,True,True,T,T,T,T,T,"['Codeine', 'Marijuana']",['Codeine'],['Codeine'],['Codeine'],"['codeine', 'delta-9-thc-cooh']","['codeine', 'delta-9-thc-cooh']",['codeine'],['codeine'],['codeine']
Lil Nigo X Camouflage Codeine the mixtape is coming very soon..,54704,False,True,True,True,F,T,T,F,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"I'm sippin that lean , hurtin my splean but I'm sippin it clean , sippin codeine....",54808,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"but  i don't want clothes from mountain dew 

i just want soda to pour my codeine in",54872,True,True,True,True,T,T,T,T,F,['Codeine'],['Codeine'],['Codeine'],['Codeine'],"['codeine', 'delta-9-thc-cooh']","['codeine', 'delta-9-thc-cooh']",['codeine'],['codeine'],['codeine']
"birds in the trap sing brian mcknight, percocet and codeine please don't take my life",55129,True,True,True,True,T,T,T,T,T,"['Oxycodone', 'Codeine']","['Oxycodone', 'Codeine']","['Oxycodone', 'Codeine']","['Oxycodone', 'Codeine']","['codeine', 'oxycodone']",['codeine'],['codeine'],"['codeine', 'oxycodone']","['codeine', 'oxycodone']"
"Mix the codeine with the sprite and i pop me a xan bitch,  i'm getting to the money i ain't changing my plan",55157,True,True,True,True,T,T,T,T,T,"['other', 'Codeine']","['other', 'Codeine']","['Benzodiazepine', 'other', 'Codeine']","['other', 'Codeine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Ain't nothing important to me except codeine over ice noww,55159,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],"['methamphetamine', 'codeine']","['methamphetamine', 'codeine']",['codeine'],"['methamphetamine', 'codeine']",['codeine']
"Now I'm on ocean drive sippin codeine w/the top down
20grand on me, lotta jewelry n a glock 9",55164,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"thanks. I've taken a night nurse! Just one, not two. Codeine hates me so I try to avoid it",55178,False,True,True,False,F,F,F,T,T,"['other', 'Codeine']",['Codeine'],['Codeine'],"['other', 'Codeine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Crock-Pot Codeine Presents: Imagination (RIP Gene Wilder),55228,True,True,True,True,T,T,T,F,F,['Codeine'],['Codeine'],"['LSD', 'Codeine']",['Codeine'],"['codeine', 'delta-9-thc-cooh']","['codeine', 'delta-9-thc-cooh']",['codeine'],['codeine'],['codeine']
omg I'm on sm codeine atm BC of my pain that my excuse I'm off it,55262,False,True,True,True,T,T,T,T,T,['Codeine'],"['other', 'Codeine']",['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Hydrocodone. More potent than codeine. Used in combination with anti collinergic homatropine yaaaaaaaas,55292,True,True,True,True,T,T,T,F,T,"['other', 'Hydrocodone', 'Codeine']","['other', 'Hydrocodone', 'Codeine']","['other', 'Hydrocodone', 'Codeine']","['other', 'Hydrocodone', 'Codeine']","['codeine', 'hydrocodone']","['codeine', 'hydrocodone']","['codeine', 'hydrocodone']","['codeine', 'hydrocodone']","['codeine', 'hydrocodone']"
"Laurie: ""I don't think you're going to get me my money, rue. You might have to sell some 🐱"" 

Rue: … 

Laurie: ""here's some morphine""",55554,True,True,True,True,T,T,T,T,T,['Morphine'],['Morphine'],"['Morphine', 'other']",['Morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
Morphine will put you on your ass by force ngl. That's the shit they had me on when I broke my leg.,55635,False,True,True,False,F,F,F,T,T,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
GODDAMNIT SHE GIVIN HA MORPHINE IT'S OVER FORREAL DIS TIME,55667,True,True,True,True,T,T,T,T,T,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"I just left your bedroom
Give me some morphine
Is there any more to do?",55696,True,True,True,True,T,T,T,T,T,['Morphine'],['Morphine'],"['Morphine', 'other']",['Morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
It's hell tryna engage in conversation whole time u need 40 mg IV morphine,55793,False,True,True,True,F,T,T,F,T,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"Cannula's are my worst enemy. These are from the nurses spending almost 2 hours, while I was unconscious from morphine, trying to put a cannula in me!",55881,False,False,False,False,F,F,F,F,T,['Morphine'],['Morphine'],['Morphine'],"['Morphine', 'other']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"Sister Morphine is greater than anything Wilson ever penned. Why the F couldn't they lose that ""doo-wah"" shit, just once? 

BB existed all through 70's into 80's.. but no one noticed, at ALL, because of ""Some Girls"" and ""Tattoo You"". 🤣",55886,False,False,False,False,F,F,F,F,F,['Morphine'],,['Morphine'],['Morphine'],"['methamphetamine', 'morphine']","['methamphetamine', 'morphine']",['morphine'],['morphine'],['morphine']
"He maybe needs morphine for a few days . It's easier to control pain if you bring down properly for a few days and then use normal pain relief . It's like a fire , get it under control then it's easier to manage (this is what my pain doctor tells me )",55970,False,False,False,False,F,F,F,F,F,['Morphine'],,"['Morphine', 'other']",['Morphine'],"['oxymorphone', 'methamphetamine', 'morphine', 'mdma']","['methamphetamine', 'morphine', 'mdma']",['morphine'],"['oxymorphone', 'morphine']",['morphine']
is now really the time to discuss all this stuff? while Jacob recovers from battle? also why do we keep saying we love each other when it doesn't matter ??? talk about torture sheesh get that morphine drip Carlisle pls,56140,False,True,True,True,F,T,T,F,T,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"Do you have the full judgement ? If you do , please share it with me. ✨",56410,False,False,False,False,F,F,F,F,F,,,['other'],['other'],[],[],[],[],[]
"I bet it was Imitrex (unless they just gave you morphine). Yeah, migraines are the worst! I'm lucky that I hardly ever get them any more-- maybe once a year-- but when I was a teenager, once a month.",56414,False,False,False,False,F,F,F,F,F,"['Morphine', 'other']",,['Morphine'],"['Morphine', 'other']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"Two people are facing charges after police say they had morphine, marijuana, and a large hunting knife in a car. Details:",56446,True,True,False,False,F,T,F,T,T,"['Morphine', 'Marijuana']","['Morphine', 'Marijuana']","['Morphine', 'Marijuana']","['Morphine', 'Marijuana']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
in on TRVN and having to test my patience. It gots its FDA approval on olivyn a new opioid to replace morphine. Waiting on the DEA number around 73 days out. But i have learned PATIENCE IS KEY.,56508,False,False,False,False,F,F,T,T,T,"['Morphine', 'other']",,"['Morphine', 'other']",['other'],"['hydrocodone', 'morphine']",['morphine'],['morphine'],"['hydrocodone', 'morphine']",['morphine']
Morphine is more powerful than single malt scotch 😳,56519,True,True,False,False,F,F,F,F,T,"['Morphine', 'other']",,"['Morphine', 'other']","['Morphine', 'other']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
Nu on air: Morphine - The Other Side (Unders Remix),56544,False,False,True,True,F,F,F,F,T,['Morphine'],,['Morphine'],['Morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"MORPHINE
#ALDUBatADNLove ❤️👩‍❤️‍👨💚",56566,False,False,False,True,F,F,T,T,F,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"The CDC site says that opiates are specifically natural-origin opioids such as heroin, morphine and codeine, while opioids is all substances that interact with opioid receptors. Her usage is correct.",56848,False,False,False,False,F,F,F,T,T,"['Morphine', 'other', 'Codeine']","['Morphine', 'other', 'Codeine']","['Morphine', 'Opioids', 'Codeine', 'Opiates']","['Morphine', 'Codeine']","['ketamine', 'codeine', 'morphine', 'oxycodone']","['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'hydrocodone', 'morphine', 'oxycodone']","['codeine', 'morphine']"
Yep morphine is going to send them on a trip right to there death . That's bs . 😡😡😡😡,56982,False,True,True,True,F,T,T,T,T,['Morphine'],"['Morphine', 'other']",['Morphine'],['Morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"Sister has brought me painkillers, it's a codeine thing for period cramps, but I figure it'll work on migraines, delicious opioid relief",57072,True,True,False,True,T,T,T,F,T,"['other', 'Codeine']",['Codeine'],['Codeine'],"['other', 'Codeine']","['codeine', 'hydrocodone', 'morphine']",['codeine'],['codeine'],"['codeine', 'hydrocodone', 'morphine']",['codeine']
"The new   is every bit as beautiful as I'd hoped it would be. Sounding like a John Martyn, Codeine & Red House Painters mash-up.",57149,False,False,False,False,F,F,F,F,T,['Codeine'],,['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
What appears like an ordinary cough medication is proving to be the most sought after drug ingredient. Codeine is...,57190,True,True,True,True,T,T,T,T,T,"['other', 'Codeine']",['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Can see me getting hooked on codeine to fall asleep 😳,57472,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
If niggas not kut in 2k17 Mypark then I kan't play with u period😂 friends & all‼️,57480,False,False,False,True,F,F,F,T,T,,,['other'],['other'],[],[],[],[],[]
Got Promethzine & Codeine 🍇🍼  All N My Belly #RIPSwiepy,57506,True,True,True,True,T,T,T,T,T,"['other', 'Codeine']",['Codeine'],['Codeine'],"['other', 'Codeine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"In any case, I think I'm going to go with White Zombie over Morphine, which will lose me some coolness points but ""Astro-Creep"" is almost certainly a Top 20 metal album for me",57800,False,False,False,False,F,F,F,F,F,['Morphine'],,['other'],['Morphine'],"['phencyclidine', 'morphine']","['phencyclidine', 'morphine']",['morphine'],['morphine'],['morphine']
"Which is why (and I will NOT retract this) so many in the care homes HAD to die. They died to kick start Project Fear. The evidence is now coming out that many many of them were being fed a combination of Midazolam and Morphine. The same sort of treatment used in Gosport ""deaths""",57832,True,True,False,True,F,F,F,F,F,"['Morphine', 'other']","['Morphine', 'other']","['Morphine', 'Midazolam']","['Morphine', 'Midazolam']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"When the nurse asked me if I wanted the morphine it was as much as I could do to squeak ""yes please""... utter agony",58101,False,False,False,False,F,F,F,F,T,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"I fully agree.  It was my target months ago.   

Sadly Pfizer bought out the Feds.  

Like any good dealer you gotta push the stash at hand.",58228,True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],['other'],[],[],[],[],[]
"Wow, the Karen is strong in this 'dealer technical expert' #maythefarcebewithyou",58390,False,False,True,True,F,F,F,T,T,,,['other'],,[],[],[],[],[]
Unlike the multiple dealer system with whatever bids/asks which depend on the specific dealer's current situation. The Fed could in theory outbid everyone for unlimited Tsy but this would kill the financial system due to scarcity on other ends(happened in March 2020),58414,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
"Or it's george floyd, and his dealer is here😇😆",58617,True,True,True,True,T,T,T,T,T,,['other'],['other'],,[],[],[],[],[]
Oohhhhhh. Now suddenly focus shd be on a dealer but with SSR it was about his depression!!,58768,False,True,True,False,F,T,T,T,T,['other'],,['other'],['other'],[],[],[],[],[]
"My name is khan ,I am not a COCAIN dealer",58802,True,True,True,False,T,T,T,T,T,['other'],,['other'],['other'],[],[],[],[],[]
"WANTED FORD VINTAGE AND CLASSIC CARS,KERSI SHROFF AUTO CONSULTANT AND DEALER",58813,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
"I don't think so. Seeing lots of class action lawsuits and warranty extensions due to big problems with these CVT transmissions. When he called his mechanic, the guy told him he has two Nissans up on lifts right now. Transmissions..smh. He's definitely calling the Nissan dealer.",59036,False,False,False,False,F,F,F,F,T,,,,,[],[],[],[],[]
"(this is great news that people out fighting for women's rights prochoice - all over the country. I just checked Cleveland Plain Dealer - and lots of people out today! And NYC - was filled! Women's March Cleveland, October 2, 2021",59041,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
"Dear    is double-dealer. My loan repayment has been bounce because PhonePe.
 show me the right way, I want complain against",59105,False,False,False,False,F,F,F,F,T,,,['other'],['other'],[],[],[],[],[]
"My former Pot Dealer. Started selling guns and ripping people off recently  
Stole my money, but I hope the $140 was worth the Karma. 
Sucks to be him .",59280,True,False,False,True,T,T,T,F,T,['Marijuana'],,['other'],['Marijuana'],['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
"Vedanta CHAIRMAN Anil Agarwal was a scrap dealer.
Gautam Adani comes from humble background. 
Ritesh Agarwal of Oyo comes from a middle class background. 
(Not all people can become billionaires like them but atleast try their hands at entrepreneurship and help this country)",59348,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
can you help my dealer out? They have been waiting over a MONTH for a front passenger occupant sensor for my Aviator. It's getting old not being able to use my front passenger seat.,59355,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
"if you're inferencing out of state purchases, you cannot buy a handgun in another State if your state doesn't allow them for X reason… b/c if you are out of State, the seller has to ship it to a gun dealer in your state so that person applies your state laws to the transaction.",59452,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
"** FOREIGN USED LEXUS GX470 2007 MODEL **

Type: Lexus GX (2007)
Location: 📌 Yaba, Lagos
Price: ₦5,800,000 (Negotiable)
Transmission: Automatic
Condition: Tokunbo/Foreign Used
Mileage: 147,009 km
Dealer: 
Link:",59639,False,False,False,False,F,F,F,F,T,,,,,['methamphetamine'],['methamphetamine'],[],['methamphetamine'],[]
Tauqeer said Property Dealer Peshawar Ring Road Latif abad,59644,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
Car finance from the dealer on a new car is pretty cheap.,59649,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
I've seen M91's in dealer hands in Texas.,59684,True,True,True,False,T,T,T,T,T,['other'],,['Fentanyl'],['other'],[],[],[],[],[]
"anyone want to wager on if this gets fixed over a... *weekend*? 
The BC CDC is no longer a ""fair dealer"" in any discussion. Their credibility long gone.",59751,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
It's so hard not to tip the tourney dealer.I do the same thing. I play more love cash than live tourneys,59758,False,False,True,False,F,F,T,F,T,,,['other'],,[],[],[],[],[]
been buying from the same dealer 4 basically 8 months have been consistently spending 20$ a good couple times a week recently. he doesn't give deals if you pay 100 u get 10g tells me i gotta spend more than 20 told him i only had 20 he sells 2 me but was so rude never going back,59761,True,True,True,True,T,T,T,T,T,,,['other'],,[],[],[],[],[]
You my dog. Thanks for all the podcasts you contribute to. You are a good man. Just chill and day by day.. love ya dude. Brother from another Dealer.,59783,False,False,True,True,F,T,T,T,T,,,['other'],['other'],[],[],[],[],[]
"Update: corporate called today. They talked to the dealer. Dealer says they are looking for cert. inspection document. It might be ""off-site."" They'll send it to me when they get a copy. Me: ""I still don't think they did it—but even if they did, they wrongly certified my car.""",59955,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
"Professional - salary, Laborer - Hourly, rest are carveouts in their underwriting. Though Salesperson is weird in prof as their typically commission-based (though B2B are less so). I agree with  though, arms dealer. Create the conversation for changing their UI xD",60034,False,False,False,False,F,F,F,F,T,,,['other'],['other'],[],[],[],[],[]
Retweet selected by the,60143,False,False,False,False,F,F,F,F,T,,,['Codeine'],,[],[],[],[],[]
After 2 weeks of cash games I have this compulsion to tip the dealer with every pot I rake,60158,False,False,True,True,F,F,F,F,T,,,['other'],,['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
Seems Loona's demise was premature again considering the new job posting. We keep forgetting their parent company is an arms dealer and military tech firm. They should have money…lots and lots of money.,60243,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
Dude really told me my bumper fell off my car as soon as I pulled out of car dealer so I pulled over and it was still on they just wanted to pass me on the road,60294,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
"Karinta is not a small time dealer wa kuuza blunts, he was the kingpin huku kwa mlima.",60345,True,True,True,True,T,T,T,T,T,['Marijuana'],['other'],"['other', 'CBD']",['other'],[],[],[],[],[]
"We regret to hear of this experience and would like the opportunity to assist. At your convenience, please send us a DM with the full name registered to your Nissan, VIN, best contact number and the name of the dealer you're working with. Thank you.",60406,False,False,False,False,F,F,T,F,T,,,['other'],,[],[],[],[],[]
"Neatly Used Peugeot 206cc

For Price, More Picture, Negotiate with the owner/Dealer>> Visit our website>>   Location: Alimosho
FOR SALE 
Neatly Used not reg Peugeot 206cc convertible auto ac alloy n more",60459,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
"Hi, I'm from Mexico, where can I buy this wine? Any dealer in Mexico?",60482,False,False,False,False,F,F,F,F,T,['other'],,['other'],['other'],[],[],[],[],[]
Save big this October with great offers from City Kia. Lease a new 2022 Kia Carnival LX for just $299/Month! Offer ends 10/4/21. See dealer for details.,60519,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
"Apologies for the unpleasant experience. Please share your Registered Mobile Number / VIN (Vehicle identification number), Email Id and Dealer details via direct message for our team to assist you.",60560,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
"With the booking ID, go direct in nearby Kozhikode dealer and possible to purchase, otherwise choose to wait for Ola S1(99k++) with same feature but less cost.",60608,False,True,True,True,F,T,T,T,T,,,['other'],['other'],[],[],[],[],[]
"What is the story with that meme?

Bloke looks like me - should use it as my account pic.",60697,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
"Actiq, the fentalyl lollipop was clearly developed with rappers in mind",60818,True,True,True,True,F,F,T,T,T,['Fentanyl'],"['Fentanyl', 'other']",['Fentanyl'],['Fentanyl'],['fentanyl'],['fentanyl'],[],['fentanyl'],['fentanyl']
#Fentanyl #Pain #Relief : DURAGESIC AND #ACTIQ #TREATMENT ->>>,60896,False,True,True,False,F,F,T,F,F,['Fentanyl'],['Fentanyl'],['Fentanyl'],['Fentanyl'],"['fentanyl', 'morphine']",['fentanyl'],['fentanyl'],"['fentanyl', 'morphine']",['fentanyl']
"Rx: Conflict of interest | Philadelphia Daily News | 02/19/2010: Actiq, a cancer-pain treatment on a stick, was pr...",61158,False,False,False,False,F,F,F,F,F,['Fentanyl'],,['other'],['other'],['fentanyl'],[],[],['fentanyl'],['fentanyl']
Wholesale Skin Care | Alternate Medicine: Wholesale skin care actiq should there be intended with injury Wholesale...,61161,True,False,False,True,T,F,T,F,T,['Fentanyl'],,['Actiq'],['other'],['fentanyl'],[],[],['fentanyl'],['fentanyl']
"Marijuana linked to heart disease; supplement may mitigate risk, researchers report | News Center | Stanford Medicine",61334,False,False,False,False,F,F,F,F,T,['Marijuana'],,"['other', 'Marijuana']","['other', 'Marijuana']",[],[],[],[],[]
"I'm such a crack the window open to let a cool breeze in, keep the ceiling fan on, leave the door ajar ventilation girly🥰🥰🥰",61412,False,False,False,False,F,F,F,F,F,,,['other'],['other'],[],[],[],[],[]
I stopped bleeding and then i fell because of the rain. Totally crack my waist and now I'm bleeding again.,61449,False,False,False,False,F,F,F,F,F,,['other'],['other'],['other'],[],[],[],[],[]
He's clearly incapable. Perhaps it's the morphine from his pre- surgical bed?,61607,False,False,False,False,F,F,F,F,T,['Morphine'],['Morphine'],"['Morphine', 'other']",['Morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
Thank you on behalf of all Lebanese.,61617,False,False,False,False,F,F,F,F,T,,,['other'],['other'],[],[],[],[],[]
"I got that morphine from China they took off the market. Shit to make your dick hard, shit to make your dick soft, shit'll find your dick. That shit there's from Kenya, supposed to be a scurvy cure for silverback gorillas but for humans it just makes them violently masturbate.",61769,True,True,True,True,T,T,T,T,T,['Morphine'],['Morphine'],"['Morphine', 'other']","['Morphine', 'other']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
I overthink so much to where I offend myself at some point.,61825,False,False,False,False,F,F,F,F,F,,,['other'],['other'],[],[],[],[],[]
"Nov 2 - Near Arak, central #Iran 
Villagers continue to protest a recent ruling by the regime's judiciary allowing local officials to confiscate their lands. 
 #IranProtests",61899,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
"Georgian of the day.

Yusef Khan Gorji; an Iranian military leader and the founder Arak, this beautiful central Iranian city. He left Tbilisi (Georgia) after falling out with Russian Empress Catherine the Great. Arak has become a major industrial centre of Iran",61905,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
"As a Moslem u  shud fight for the sales of ARAK only  to non Moslems or close the factory all together if they insist on selling to Moslems..halal food associated to Moslem name of figures cant be compared to HARAM food, unless u also drink or eat haram stuffs, r u?",61978,False,False,True,False,T,F,F,F,F,['other'],['other'],['other'],['other'],[],[],[],[],[]
"PAS only concerned on the name itself, they the one loudly asked for arak ban in malaysia but now so damn quite like a mice",61995,False,False,True,False,F,F,T,F,F,['other'],,['other'],['other'],[],[],[],[],[]
Oh yea I did Beerus and arak cause i remembered the event existed so why not,62003,False,False,True,False,F,T,T,F,F,['other'],['other'],['other'],['other'],[],[],[],[],[]
Went to 3 of my regular kedai arak to buy...no stock. On a very long waiting list.,62027,False,False,True,False,T,F,T,F,F,['other'],,['other'],,[],[],[],[],[]
"Proud to have Arak Wardy and Domaine Wardy wines at the stunning .lb 
way to go cousins 
.
#domainewardy #arakwardy #littlereed #family #arak #distilledspirits #drinkresponsibly #cheers",62028,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
#Arak son of thunder #DCcomics Man versus myth atop Mount Olymp by WisconsinfindsShop,62141,False,False,False,False,F,F,F,F,F,,,['other'],['other'],[],[],[],[],[]
"Cocktail: Okay Squirrel. Recipe: 2 oz. rum, 1 oz. olive juice, 1 oz. arak, 2 dashes holy basil tea, cucumber",62194,False,False,False,False,F,F,F,F,F,['other'],,,,[],[],[],[],[]
"Fentanyl is prescribed ~5-6 million times a year in the US, in a number of forms including oral lozenges (Actiq®), effervescent buccal tablets (Fentora™), sublingual tablet (Abstral®), sublingual spray (Subsys™), nasal spray (Lazanda®), and transdermal patches (Duragesic®).",62209,False,False,False,False,F,F,F,F,T,['Fentanyl'],,['Fentanyl'],['Fentanyl'],"['fentanyl', 'buprenorphine', 'oxycodone']",['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl']
I also have the foot drop causes a lot of falls or near falls. Omg the actiq is more expensive than subsys. I have trouble believing that the pn med manufacturers will go down w/o a fight. Esp when this kind of profit is involved.,62286,False,False,True,False,F,F,F,F,T,['Fentanyl'],"['Buprenorphine', 'other']","['other', 'Codeine']",['other'],['fentanyl'],[],['fentanyl'],['fentanyl'],['fentanyl']
"imma forgetings something I took extra 50 mg of lamotrigine,, by bp2 meds,, and I think I 6 mg of methadone….this is what happens when kids dont share actiq got to resort,,, oh my librium, imma take another 20 of that now,",62291,True,True,True,True,T,T,T,T,T,"['other', 'Methadone']","['other', 'Methadone']","['Methadone', 'Librium']","['other', 'Methadone']","['fentanyl', 'temazepam', 'methadone']",['methadone'],['methadone'],"['fentanyl', 'temazepam', 'methadone']","['fentanyl', 'methadone']"
"Thru insur. cov'g. Ins. co's use FDA ""guidelines"" to decide what to cover. Thus, people with non-cancer intractable pain can't get transmucosal fentanyl (Actiq, Fentora, etc) bec. only ""approved"" for cancer despite studies showing effectiveness. Too $$$ to pay for out of pocket!",62301,False,False,False,False,F,F,F,F,T,['Fentanyl'],['Fentanyl'],['Fentanyl'],['Fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl']
Dealpain -  Actiq Fentanyl Lollipop not meant for non-cancer,62347,False,False,True,False,T,F,T,F,T,"['Fentanyl', 'other']",['Fentanyl'],['Fentanyl'],['Fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl']
